32,IDLE,BRIDLE,RIDDLE,TIDAL,VITAL,ENTITLE,RECITAL,UNBRIDLE,SUBTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,JOY,BOY,COY,TOY,EMPLOY,ALLOY,ANNOY,DECOY,DESTROY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,JUMP,BUMP,HUMP,LUMP,STUMP,THUMP,CLUMP,TRUMP,SLUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,JOKE,POKE,SMOKE,BROKE,CLOAK,EVOKE,PROVOKE,REVOKE,AWOKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,JOLT,BOLT,COLT,REVOLT,VOLT,DEFAULT,CONSULT,CATAPULT,OCCULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,KING,BRING,SING,WING,STRING,UPSWING,FLING,SWING,BLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,KNEE,BEE,FEE,SEE,TREE,AGREE,DEGREE,FLEE,SPREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,KIND,FIND,MIND,BLIND,WIND,UNWIND,REMIND,REFINED,ALIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,KEEP,DEEP,LEAP,PEEP,SLEEP,STEEP,SWEEP,HEAP,REAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,LIGHT,BRIGHT,FIGHT,NIGHT,SIGHT,DELIGHT,CONTRITE,INSIGHT,FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,LONG,SONG,STRONG,WRONG,ALONG,PROLONG,BELONG,LIFELONG,THRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LOVE,ABOVE,DOVE,GLOVE,SHOVE,UNLOVE,BELOVED,DISAPPROVE,REPROVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,LUCK,BUCK,DUCK,TRUCK,STUCK,PLUCK,UNSTUCK,MUCK,STRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MIGHT,BRIGHT,LIGHT,NIGHT,FIGHT,INCITE,EXCITE,IGNITE,POLITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,MIND,FIND,KIND,BLIND,WIND,REMIND,UNWIND,ALIGNED,REFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,MOON,SOON,NOON,TUNE,SPOON,BALLOON,COCOON,MAROON,LAGOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,MOVE,GROOVE,PROVE,IMPROVE,REMOVE,DISAPPROVE,REPROVE,SMOOTH,BEHOOVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,NAME,SAME,FAME,TAME,GAME,PROCLAIM,EXCLAIM,RECLAIM,BLAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,NEAR,CLEAR,DEAR,FEAR,YEAR,APPEAR,REVERE,FRONTIER,ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,NEW,BLUE,CLUE,TRUE,FEW,RENEW,PURSUE,PREVIEW,IMBUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,NIGHT,LIGHT,BRIGHT,FIGHT,SIGHT,DELIGHT,INSIGHT,FLIGHT,CONTRITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,OLD,BOLD,COLD,HOLD,GOLD,ENFOLD,BEHOLD,UNTOLD,CONTROLLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,OPEN,TOKEN,BROKEN,SPOKEN,WOKEN,AWOKEN,UNBROKEN,OUTSPOKEN,OAKEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,OUT,BOUT,CLOUT,SHOUT,SCOUT,DEVOUT,THROUGHOUT,ABOUT,STOUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,OVER,CLOVER,ROVER,HOVER,COVER,DISCOVER,RECOVER,LOVER,MOREOVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PLAY,BAY,DAY,SAY,STAY,ARRAY,DISPLAY,CONVEY,DECAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PART,CART,START,HEART,SMART,DEPART,IMPART,CHART,APART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PEACE,CEASE,LEASE,RELEASE,DECREASE,INCREASE,APPEASE,POLICE,GREASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PURE,CURE,LURE,SURE,MATURE,ENDURE,SECURE,OBSCURE,ALLURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,QUICK,STICK,PICK,BRICK,SLICK,RELIC,SPECIFIC,MAGIC,CIVIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,QUEEN,GREEN,SEEN,MEAN,LEAN,UNSEEN,SERENE,MARINE,ROUTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,QUEST,BEST,CHEST,REST,TEST,INVEST,REQUEST,DIGEST,PROTEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,QUIET,DIET,RIOT,PILOT,VIOLET,COMPLIANT,DEFIANT,GIANT,RELIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,RAIN,GAIN,PAIN,TRAIN,MAIN,SUSTAIN,REFRAIN,OBTAIN,DOMAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,RIGHT,BRIGHT,LIGHT,NIGHT,SIGHT,CONTRITE,INSIGHT,DELIGHT,PLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,ROAD,CODE,LOAD,MODE,TOAD,ABODE,ENCODE,EPISODE,RELOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ROCK,BLOCK,CLOCK,DOCK,SHOCK,UNLOCK,RESTOCK,GRIDLOCK,ADHOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,SKY,FLY,HIGH,TIE,WHY,COMPLY,BUTTERFLY,SLY,MULTIPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,STAR,CAR,FAR,JAR,BAR,BAZAAR,GUITAR,AVATAR,RADAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,STONE,BONE,CONE,LOAN,PHONE,OVERTHROWN,ALONE,GROAN,DRONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,SWEET,BEAT,FEET,HEAT,MEET,COMPETE,COMPLETE,DISCREET,ELITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,TALL,ALL,BALL,CALL,FALL,INSTALL,OVERALL,RECALL,SMALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,TIDE,HIDE,RIDE,SIDE,WIDE,DIVIDE,PROVIDE,DECIDE,GLIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,TIME,CLIMB,LIME,RHYME,CHIME,SUBLIME,PRIME,REPRIME,CRIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,TONE,BONE,LOAN,PHONE,ZONE,OVERTHROWN,ALONE,DRONE,GROAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,USE,FUSE,MUSE,CHOOSE,LOSE,EXCUSE,ABUSE,DIFFUSE,REFUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,UP,CUP,PUP,SUP,YUP,SETUP,STARTUP,GALLOP,DEVELOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,URGE,MERGE,SURGE,PURGE,VERGE,RESURGE,CONVERGE,DIVERGE,SUBMERGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,UNDER,THUNDER,PLUNDER,WONDER,SUNDER,ASUNDER,BLUNDER,SURRENDER,RENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,VIEW,BLUE,CLUE,NEW,FEW,REVIEW,PREVIEW,RENEW,IMBUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,VAST,CAST,FAST,LAST,PAST,CONTRAST,OUTCAST,FORECAST,BROADCAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,VOICE,CHOICE,REJOICE,NOISE,POISE,INVOICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,VINE,LINE,MINE,SHINE,DINE,REFINE,DEFINE,RECLINE,COMBINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,WALK,TALK,CHALK,STALK,BALK,SLEEPWALK,BOARDWALK,MOONWALK,OVERTALK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,WILD,CHILD,MILD,STYLED,PILED,BEGUILED,COMPILED,REVILED,RECONCILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,WISH,DISH,FISH,SWISH,FINISH,RELISH,SELFISH,LAVISH,OUTLANDISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,WIND,BIND,FIND,KIND,MIND,UNWIND,REFINED,ALIGNED,DESIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,BOX,FOX,LOCKS,ROCKS,SOCKS,PARADOX,ORTHODOX,EQUINOX,UNBOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,FLEX,HEX,NEXT,TEXT,VEX,COMPLEX,REFLEX,ANNEX,CONVEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,FIX,MIX,SIX,TRICKS,STICKS,TRANSFIX,AFFIX,PREFIX,BETWIXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,WAX,AXE,MAX,TRACKS,PACKS,RELAX,PARALLAX,SYNTAX,CLIMAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,YEAR,CHEER,DEAR,FEAR,NEAR,REVERE,ENGINEER,SINCERE,PREMIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,YELL,BELL,FELL,SELL,TELL,COMPEL,DISPEL,FORETELL,REPEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,YOUNG,SUNG,FLUNG,HUNG,LUNG,AMONG,OUTRUNG,OVERHUNG,UNSUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,YIELD,FIELD,SHIELD,SEALED,WHEELED,CONCEALED,REVEALED,UNSEALED,HEALED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,ZONE,BONE,CONE,LOAN,PHONE,OVERTHROWN,ALONE,DRONE,GROAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ZOOM,BLOOM,BOOM,ROOM,GROOM,MUSHROOM,COSTUME,BALLROOM,PERFUME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ZEST,BEST,CHEST,REST,TEST,INVEST,DIGEST,ARREST,MANIFEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ZERO,HERO,NERO,SUBZERO,MERO,NONZERO,GROUNDZERO,SOMBRERO,BOLERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,YOU,BLUE,CREW,FLEW,GLUE,HUE,NEW,QUEUE,SHOE,SUE,THROUGH,VIEW,RENEW,PURSUE,CHEW,IMBUE,ENSUE,ACCRUE,CONSTRUE,RENEW,MISCONSTRUE,,,,,,,,,,,,,,,,,,,,,,
10,ME,BE,DEGREE,FLEE,GLEE,KEY,LEE,THEE,FREE,PLEA,KNEE,TEE,SEA,SPREE,HE,SHE,ME,PEA,WE,SKI,,,,,,,,,,,,,,,,,,,,,,,
72,LOVE,DOVE,ABOVE,THEREOF,SHOVE,GLOVE,MOVE,PROVE,REMOVE,APPROVE,DISAPPROVE,GROOVE,BEHOVE,BEHOOVE,CLOVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,TIME,CHIME,CLIMB,GRIME,MIME,PRIME,SHINE,SUBPRIME,THYME,LIME,RHYME,CRIME,CHIME,MIME,CLIME,GRIME,CHIME,SLANTRHYME,PASTIME,DAYTIME,ANYTIME,NOTIME,,,,,,,,,,,,,,,,,,,,,
90,LIFE,KNIFE,STRIFE,WIFE,FIFE,RIFE,HIFE,TIFF,JIFF,MIFF,NIFF,PIFF,SIFF,SNIFF,STIFF,WIFF,YIFF,WIFE,,,,,,,,,,,,,,,,,,,,,,,,,
49,DAY,PAY,SAY,LAY,BAY,WAY,PLAY,SLAY,GREY,SPRAY,STAY,DISPLAY,DECAY,DELAY,WEIGH,ARRAY,CONVEY,,,,,,,,,,,,,,,,,,,,,,,,,,
66,UP,CUP,PUP,HUP,SUP,YUP,DUP,GUP,JUP,LUP,NUP,RUP,SCHRUP,TUP,STUP,WUP,ZUP,,,,,,,,,,,,,,,,,,,,,,,,,,
92,WORLD,FURLED,TWIRLED,UNFURLED,UNFURLED,CURLED,SWIRLED,UNFURLED,HURLED,UNFURLED,UNFURLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,MONTH,BLUNT,FRONT,HUNT,PUNT,RUNT,STUNT,UNT,GAUNT,HAUNT,JAUNT,TAUNT,VAUNT,DAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,HEART,ART,START,SMART,APART,DEPART,IMPART,CART,DART,HART,QUART,CHART,HEART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,ONE,DONE,GONE,STONE,BONE,CONE,LONE,NONE,SHONE,TONE,PRONE,BLOWN,MOAN,GROAN,FLOWN,OWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,HOME,COMB,DOME,FOAM,GNOME,GNAW,HOE,LOAM,ROAM,DOME,SEWN,SHOWN,STONE,THROWN,FLOWN,KNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,IT,BIT,FIT,HIT,KNIT,LIT,PIT,QUIT,SIT,SLIT,SPIT,SUBMIT,SPLIT,WIT,KIT,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,FRIENDS,TRENDS,ENDS,BENDS,BLENDS,LENDS,SENDS,EXTENDS,ATTENDS,COMPREHENDS,COMPREHENDS,DEFENDS,DEPENDS,OFFENDS,PRETENDS,COMPREHENDS,TRANSCENDS,AMENDS,,,,,,,,,,,,,,,,,,,,,,,,,
57,AGAIN,TRAIN,DRAIN,GAIN,REFRAIN,MAINTAIN,OBTAIN,EXPLAIN,CONTAIN,SUSTAIN,ENTERTAIN,DETAIN,CAMPAIGN,FEIGN,DISDAIN,ORDAIN,PANE,,,,,,,,,,,,,,,,,,,,,,,,,,
96,FUN,GUN,BUN,DONE,NONE,STUN,TON,BEGUN,NUN,SHUN,SPUN,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,GO,FLOW,GROW,KNOW,LOW,MOW,NO,SHOW,SLOW,THROW,TOE,TOW,BLOW,CROW,GLOW,HOE,OVERFLOW,,,,,,,,,,,,,,,,,,,,,,,,,,
97,BACK,JACK,PACK,TACK,QUACK,RACK,STACK,TACK,WHACK,HACK,KNACK,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,OUT,SCOUT,WITHOUT,ABOUT,THROUGHOUT,DEVOUT,DEVOUTLY,SPROUT,TROUT,TOUT,LOUT,STOUT,ROUT,SHOUT,ROUTE,FLOUT,GOUT,SPOUT,POUT,DROUGHT,HICCOUGH,BUYOUT,SELLOUT,BLACKOUT,WORKOUT,TURNABOUT,REDOUBT,READOUT,LAYABOUT,HANGOUT,DROPOUT,BREAKOUT,BAILOUT,,,,,,,,,,
49,WAY,DAY,DELAY,DISPLAY,ESSAY,GRAY,HAY,HEY,HOLIDAY,OKAY,PAY,PLAY,PRAY,PREY,QUAY,RELAY,REPAY,SAY,SPRAY,STAY,STRAY,SWAY,THEY,TRAY,WAY,WEIGH,,,,,,,,,,,,,,,,,
16,DREAM,STREAM,SEEM,SCHEME,GLEAM,CREAM,EXTREME,DREAM,BEAM,THEME,TEEM,SEAM,STREAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,EASY,BREEZY,CHEESY,DIZZY,GREASY,QUEASY,SLEEZY,SQUEEZEY,WHEEZY,BREEZILY,SLEAZY,SLEAZILY,SQUEEZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,EYES,FLIES,GUYS,LIES,PIES,SKIES,SPIES,TIES,VIES,WISE,BUYS,DIES,TRIES,REPLIES,DENIES,SUPPLIES,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,BLUE,CHEW,DEW,DREW,GLUE,HUE,NEW,QUEUE,SHOE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,DOWN,CLOWN,CROWN,DROWN,FROWN,GOWN,HOUND,NOUN,NOUNS,PRONOUN,POUND,RENOWN,ROUND,TOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,NIGHT,BRIGHT,FIGHT,FLIGHT,HEIGHT,KNIGHT,RIGHT,SIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,CAT,BAT,CHAT,FAT,FLAT,HAT,MAT,PAT,RAT,SAT,TAT,VAT,THAT,GNAT,HABITAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,GOOD,SHOULD,WOOD,HOOD,UNDERSTOOD,WOULD,COULD,STOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,DO,BLUE,CHEW,CREW,DEEM,DUE,FLU,GLUE,HEW,HUE,KNEW,LEW,LIEU,MEW,NEW,PEW,QUEUE,RUE,SEW,SHOE,SKEW,SLUE,STEW,SUE,THROUGH,TRUE,VIEW,VIRTUE,WOO,YOU,,,,,,,,,,,,,
104,MORE,FLOOR,GALORE,SHORE,SNORE,STORE,BEFORE,ADORE,BORE,CHORE,CORE,DOOR,GALORE,IGNORE,OAR,RESTORE,SCORE,SORE,TOUR,WAR,YORE,,,,,,,,,,,,,,,,,,,,,,
38,MIND,LINED,BIND,RIND,SIGNED,UNREFINED,ENSHRINED,FIND,KIND,BLIND,GRIND,WIND,SIGNED,INTERTWINED,DESIGNED,REFINED,INTERTWINED,,,,,,,,,,,,,,,,,,,,,,,,,,
8,END,BEND,BLEND,BEFRIEND,EXPEND,EXTEND,FEND,FRIEND,LEND,MEND,OFFEND,REND,SEND,SPEND,TEND,WEND,COMPREHEND,COMPREHENDED,TRANSCENDED,APPENDED,ATTENDED,EXTENDED,PRETENDED,RECOMMENDED,SUSPENDED,OFFENDED,BEFRIENDED,AMENDED,,,,,,,,,,,,,,,
105,WORK,BIRK,CLERKED,CLERKING,CORK,DIRK,FIRKIN,FORK,IRK,PERK,PORK,QUIRK,SHIRK,SMIRK,STORK,TORQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,FACE,ACE,BASE,BRACE,CASE,CHASE,DEBASE,DISGRACE,EMBRACE,ERASE,GRACE,LACE,PACE,PLACE,RACE,REPLACE,SPACE,TRACE,VASE,,,,,,,,,,,,,,,,,,,,,,,,
62,ALONE,CLONE,CONE,DRONE,FLOWN,GROAN,MOAN,OWN,PHONE,STONE,THROWN,ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,THING,BEING,FLING,KING,RING,SING,SLING,SPRING,STRING,SWINGING,WING,WRING,CLING,DINGING,JINGLING,MINGLING,RINGING,STINGING,WINGING,SWING,STING,,,,,,,,,,,,,,,,,,,,,,
45,TWO,BLUE,CHEW,DEW,QUEUE,SHOE,DO,WHO,CLUE,TRUE,FLEW,GREW,STEW,GLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,AWAY,SWAY,DECAY,STRAY,RELAY,ARRAY,PLAY,DELAY,WEIGH,DISPLAY,CONVEY,FRAYS,GRAY,HAY,PORTRAY,PRAYS,QUELL,REPEL,STAY,ALLAY,ASSAY,BEWRAY,DECAY,DISPLAY,DISARRAY,ESSAY,MISSAY,OKAY,OVERPLAY,PORTRAY,PREPLAY,PURVEY,RELAY,REPLAY,REPOSE,REPRISE,RESELL,RESEW,SWAY,TODAY,UNDERLAY,UPSET,WAY
106,HOUSE,BLOUSE,DOUSE,MOUSE,SPOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,ON,CON,DAWN,DON,FAWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,NOW,VOW,HOW,PLOW,COW,WOW,PROW,SCOW,SOW,AVOW,BROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,BE,SEE,FEE,KEY,TREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ROOM,BLOOM,BROOM,GROOM,TOMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,MINE,FINE,SHINE,SPINE,WINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,OVER,CLOVER,DOVER,HOVER,ROVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,JOY,BOY,EMPLOY,SOY,TOY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,COUGH,SLOUGH,TROUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,TOUGH,ROUGH,ENOUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,THROUGH,BREAKTHROUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
