739,ACROBAT,3,1-0-2,NOUN,iambic,2
741,ACROBATIC,4,2-0-1-0,ADJECTIVE,dactylic,2
742,ACROBATICS,4,2-0-1-0,NOUN,dactylic,2
761,ACRONYM,3,1-0-0,NOUN,trochaic,1
766,ACROPOLIS,4,0-1-0-0,NOUN,anapestic,1
770,ACROSS,2,0-1,PREPOSITION,iambic,1
773,ACRYLIC,3,0-1-0,NOUN,anapestic,1
774,ACT,1,1,NOUN,none,1
778,ACTED,2,1-0,VERB,trochaic,1
782,ACTIN,2,1-0,NOUN,trochaic,1
784,ACTING,2,1-0,NOUN,trochaic,1
788,ACTINIDIA,5,2-0-1-0-0,NOUN,dactylic,2
812,ACTION,2,1-0,NOUN,trochaic,1
813,ACTIONABLE,4,1-0-0-0,ADJECTIVE,trochaic,1
814,ACTIONS,2,1-0,NOUN,trochaic,1
817,ACTIVATED,4,1-0-2-0,ADJECTIVE,iambic,2
818,ACTIVATION,4,2-0-1-0,NOUN,dactylic,2
819,ACTIVATOR,4,1-0-2-0,NOUN,iambic,2
820,ACTIVE,2,1-0,NOUN,trochaic,1
821,ACTIVELY,3,1-0-0,ADVERB,trochaic,1
823,ACTIVISM,4,1-0-2-0,NOUN,iambic,1
824,ACTIVIST,3,1-0-0,ADJECTIVE,trochaic,1
825,ACTIVITY,4,0-1-0-0,NOUN,anapestic,1
827,ACTOR,2,1-0,NOUN,trochaic,1
828,ACTRESS,2,1-0,NOUN,trochaic,1
829,ACTS,1,1,VERB,none,1
831,ACTUAL,3,1-0-0,ADJECTIVE,trochaic,1
832,ACTUALITY,5,2-0-1-0-2,NOUN,dactylic,2
834,ACTUALLY,4,1-2-0-0,ADVERB,iambic,1
835,ACTUARIAL,5,2-2-1-0-0,ADJECTIVE,trochaic,2
836,ACTUARY,4,1-0-1-2,NOUN,iambic,2
839,ACTUATOR,4,1-0-2-0,NOUN,iambic,2
844,ACUITY,4,0-1-0-0,NOUN,anapestic,1
849,ACUMEN,3,0-1-0,NOUN,anapestic,1
855,ACUPUNCTURE,4,1-0-2-0,NOUN,iambic,2
856,ACUTE,2,0-1,ADJECTIVE,iambic,1
857,ACUTELY,3,0-1-0,ADVERB,anapestic,1
858,ACUTENESS,3,0-1-0,NOUN,anapestic,2
867,ADAGE,2,1-0,NOUN,trochaic,1
868,ADAGIO,4,0-1-0-2,NOUN,iambic,1
870,ADAM,2,1-0,NOUN,trochaic,1
872,ADAMANT,3,1-0-0,ADJECTIVE,trochaic,1
875,ADAMANTLY,4,1-0-0-0,ADVERB,trochaic,2
876,ADAMS,2,1-0,NOUN,trochaic,1
880,ADAPT,2,0-1,VERB,iambic,1
881,ADAPTABILITY,6,0-2-0-1-0-0,NOUN,dactylic,3
882,ADAPTABLE,4,0-1-0-0,ADJECTIVE,anapestic,1
883,ADAPTATION,4,2-0-1-0,NOUN,dactylic,1
885,ADAPTED,3,0-1-0,ADJECTIVE,anapestic,1
886,ADAPTOR,3,0-1-0,NOUN,anapestic,1
888,ADAPTIVE,3,0-1-0,ADJECTIVE,anapestic,1
889,ADAR,2,0-1,NOUN,iambic,1
891,ADD,1,1,VERB,none,1
895,ADDED,2,1-0,ADJECTIVE,trochaic,1
897,ADDENDUM,3,0-1-0,NOUN,anapestic,2
898,ADDER,2,1-0,NOUN,trochaic,1
901,ADDICT,2,0-1,NOUN,iambic,1
902,ADDICTED,3,0-1-0,ADJECTIVE,anapestic,2
903,ADDICTION,3,0-1-0,NOUN,anapestic,2
904,ADDICTIVE,3,0-1-0,ADJECTIVE,anapestic,2
905,ADDING,2,1-0,VERB,trochaic,1
906,ADDISON,3,1-0-0,NOUN,trochaic,1
908,ADDITION,3,0-1-0,NOUN,anapestic,1
909,ADDITIONAL,4,0-1-0-0,ADJECTIVE,anapestic,1
910,ADDITIONALLY,5,0-1-0-2-0,ADVERB,anapestic,2
911,ADDITIVE,3,1-0-0,NOUN,trochaic,2
913,ADDLE,2,1-0,VERB,trochaic,1
915,ADDLED,2,1-0,ADJECTIVE,trochaic,1
918,ADDRESS,2,1-2,NOUN,iambic,1
919,ADDRESSABLE,4,0-1-0-0,ADJECTIVE,anapestic,2
920,ADDRESSED,2,0-1,ADJECTIVE,iambic,1
921,ADDRESSEE,3,2-0-1,NOUN,dactylic,2
922,ADDRESSES,3,1-1-2,NOUN,trochaic,2
941,ADEN,2,1-0,NOUN,trochaic,1
943,ADENINE,3,1-0-2,NOUN,iambic,1
949,ADENOID,3,1-0-2,ADJECTIVE,iambic,1
960,ADEPT,2,0-1,ADJECTIVE,iambic,1
962,ADEQUACY,4,1-0-0-0,NOUN,trochaic,1
963,ADEQUATE,3,1-0-0,ADJECTIVE,trochaic,1
964,ADEQUATELY,4,1-0-0-0,ADVERB,trochaic,2
966,ADHERE,2,0-1,VERB,iambic,2
967,ADHERENCE,3,0-1-0,NOUN,anapestic,2
968,ADHERENT,3,0-1-0,ADJECTIVE,anapestic,2
969,ADHERING,3,0-1-0,VERB,anapestic,2
970,ADHESION,3,0-1-0,NOUN,anapestic,2
971,ADHESIVE,3,0-1-0,ADJECTIVE,anapestic,2
984,ADIEU,2,0-1,NOUN,iambic,2
987,ADIPOSE,3,1-0-2,ADJECTIVE,iambic,2
995,ADJACENT,3,0-1-0,ADJECTIVE,anapestic,2
1000,ADJECTIVE,3,1-0-0,NOUN,trochaic,2
1002,ADJECTIVES,3,1-0-0,ADJECTIVE,trochaic,2
1003,ADJOIN,2,0-1,VERB,iambic,2
1004,ADJOINING,3,0-1-0,VERB,anapestic,2
1005,ADJOURN,2,0-1,VERB,iambic,2
1006,ADJOURNMENT,3,0-1-0,NOUN,anapestic,2
1008,ADJUDGE,2,0-1,VERB,iambic,2
1009,ADJUDICATE,4,0-1-0-2,VERB,iambic,3
1010,ADJUDICATION,5,0-2-0-1-0,NOUN,dactylic,3
1013,ADJUNCT,2,1-2,NOUN,iambic,2
1018,ADJUST,2,0-1,VERB,iambic,2
1019,ADJUSTABLE,4,0-1-0-0,ADJECTIVE,anapestic,2
1020,ADJUSTED,3,0-1-0,ADJECTIVE,anapestic,2
1021,ADJUSTER,3,0-1-0,NOUN,anapestic,2
1023,ADJUSTMENT,3,0-1-0,NOUN,anapestic,2
1025,ADJUTANT,3,1-0-0,NOUN,trochaic,1
1031,ADMINISTER,4,0-1-0-0,VERB,anapestic,1
1033,ADMINISTRATION,5,0-2-0-1-0,NOUN,dactylic,2
1034,ADMINISTRATIVE,5,0-1-0-2-0,ADJECTIVE,anapestic,2
1035,ADMINISTRATIVELY,6,0-2-0-1-0-0,ADVERB,dactylic,3
1036,ADMINISTRATOR,5,0-1-0-2-0,NOUN,anapestic,2
1037,ADMINISTRATORS,5,0-1-0-2-0,NOUN,anapestic,2
1039,ADMIRABLE,4,1-0-0-0,ADJECTIVE,trochaic,1
1040,ADMIRABLY,4,1-0-0-0,ADVERB,trochaic,1
1041,ADMIRAL,3,1-0-0,NOUN,trochaic,1
1042,ADMIRALTY,4,1-0-0-0,NOUN,trochaic,2
1044,ADMIRATION,4,2-0-1-0,NOUN,dactylic,1
1045,ADMIRE,2,0-1,VERB,iambic,1
1046,ADMIRED,3,0-1-0,ADJECTIVE,anapestic,1
1047,ADMIRER,3,0-1-0,NOUN,anapestic,1
1048,ADMIRING,3,0-1-0,VERB,anapestic,1
1049,ADMIRINGLY,4,0-1-0-0,ADVERB,anapestic,2
1051,ADMISSIBILITY,6,0-2-0-1-0-0,NOUN,dactylic,3
1052,ADMISSIBLE,4,0-1-0-0,ADJECTIVE,anapestic,2
1053,ADMISSION,3,0-1-0,NOUN,anapestic,2
1055,ADMIT,2,0-1,VERB,iambic,2
1057,ADMITTANCE,3,0-1-0,NOUN,anapestic,2
1058,ADMITTED,3,0-1-0,VERB,anapestic,2
1059,ADMITTING,3,0-1-0,ADJECTIVE,anapestic,2
1062,ADMONISH,3,0-1-0,VERB,anapestic,2
1063,ADMONISHED,3,0-1-0,VERB,anapestic,2
1065,ADMONITION,4,2-0-1-0,NOUN,dactylic,2
1067,ADMONITORY,5,2-1-0-2-0,ADJECTIVE,dactylic,3
1072,ADO,2,0-1,NOUN,iambic,2
1073,ADOBE,3,0-1-0,NOUN,anapestic,2
1075,ADOLESCENCE,4,2-0-1-0,NOUN,dactylic,2
1076,ADOLESCENT,4,2-0-1-0,NOUN,dactylic,2
1078,ADONIS,3,0-1-0,NOUN,anapestic,2
1080,ADOPT,2,0-1,VERB,iambic,2
1081,ADOPTABLE,4,0-1-0-0,ADJECTIVE,anapestic,2
1082,ADOPTED,3,0-1-0,ADJECTIVE,anapestic,1
1083,ADOPTION,3,0-1-0,NOUN,anapestic,1
1084,ADOPTIVE,3,0-1-0,ADJECTIVE,anapestic,2
1086,ADORABLE,4,0-1-0-0,ADJECTIVE,anapestic,2
1088,ADORATION,4,2-0-1-0,NOUN,dactylic,2
1089,ADORE,2,0-1,VERB,iambic,2
1090,ADORED,2,0-1,ADJECTIVE,iambic,2
1092,ADORING,3,0-1-0,ADJECTIVE,anapestic,2
1094,ADORN,2,0-1,VERB,iambic,2
1095,ADORNED,2,0-1,ADJECTIVE,iambic,2
1096,ADORNMENT,3,0-1-0,NOUN,anapestic,2
1098,ADRENAL,3,0-1-0,ADJECTIVE,anapestic,2
1100,ADRENALINE,4,0-1-0-0,NOUN,anapestic,3
1102,ADRENERGIC,4,0-0-1-0,NOUN,anapestic,2
1107,ADRIATIC,4,2-0-1-0,NOUN,dactylic,1
1108,ADRIFT,2,0-1,ADJECTIVE,iambic,2
1109,ADROIT,2,0-1,ADJECTIVE,iambic,2
1110,ADROITLY,3,0-1-0,ADVERB,anapestic,2
1120,ADSORPTION,3,0-1-0,NOUN,anapestic,1
1121,ADULATION,4,2-0-1-0,NOUN,dactylic,1
1125,ADULT,2,0-1,NOUN,iambic,1
1127,ADULTERATE,4,0-1-0-2,ADJECTIVE,iambic,2
1128,ADULTERATED,5,0-1-0-2-0,ADJECTIVE,anapestic,2
1130,ADULTERATION,5,0-2-0-1-0,NOUN,dactylic,2
1131,ADULTERER,4,0-1-0-0,NOUN,anapestic,2
1134,ADULTEROUS,4,0-1-0-0,ADJECTIVE,anapestic,2
1136,ADULTERY,4,0-1-0-0,NOUN,anapestic,2
1137,ADULTHOOD,3,0-1-2,NOUN,iambic,2
1150,ADVANCE,2,0-1,NOUN,iambic,1
1151,ADVANCED,2,0-1,ADJECTIVE,iambic,1
1152,ADVANCEMENT,3,0-1-0,NOUN,anapestic,2
1153,ADVANCES,3,0-1-0,VERB,anapestic,1
