275,EBB
276,IB
277,OBS
278,SP
279,SPS
280,ATH
281,ARY
282,IONS
282,ONS
283,BLE
284,BLES
285,ATE
285,EIGHT
286,UTE
286,EWT
287,UPE
288,IPE
288,YPE
289,EPE
289,EEP
289,EAP
290,UAL
291,OMY
292,NCE
293,CLE
294,CLES
295,THE
296,TLES
297,RSE
298,RDY
299,RDS
300,OODY
301,ODY
302,TTY
303,HES
304,ENT
305,ANT
306,INT
307,IM
307,YMN
308,IG
309,IGS
310,YMNS
310,IMS
311,AMS
312,UM
313,UMS
314,EM
314,EMME
314,EMM
314,THM
315,EMS
315,MMS
316,INS
317,EY
318,EYS
319,EYE
319,YE
320,EYES
321,EAD
322,WED
323,ORL
324,ANTS
325,GTH
326,GTHS
327,AVE
328,AVES
329,IVES
330,ANG
331,HT
332,TA
332,ADH
333,RTH
335,UIL
336,GLE
338,RY
339,OODS
340,ODS
341,OOL
342,OL
343,AL
344,SSY
345,SY
346,STES
347,VY
348,IDS
349,DI
350,LA
351,ID
351,IDD
352,ISS
352,YSS
353,IS
354,VA
355,NTE
356,ESE
357,ADE
358,IGE
359,UGE
360,EGE
361,LSH
362,GES
363,UTS
364,OP
365,DES
366,TO
367,RG
368,IO
369,AIRS
369,ARES
370,NDA
371,ARMS
372,ALMS
373,AGES
374,AIMS
375,AMES
376,URNS
376,ERNS
376,EARNS
376,JOURNS
377,ALLS
378,ENDS
379,IES
380,RIES
381,UNED
382,OLDS
383,IMES
383,YMES
384,TY
384,CY
384,DY
384,MY
385,AI
385,RA 
386,TS
387,RF
388,UG
388,UGH
389,ULF
390,ILF
391,ELF
392,OLF
393,ALF
394,ULF
395,ILFS
396,ELFS
397,OLFS
398,ALFS
399,ALE
400,ALES
401,ILE
402,ULES
403,UILES
404,LES
405,GA
406,GI
407,RN
408,RES
409,OOPS
410,OPS
411,OOSH
412,OSH
413,AKI
414,IF 
414,IFF
415,GI
416,TT
417,LT
418,LTS
419,ONT
420,MA
421,NA
422,UPE
423,UPES
424,APE
424,APHE
425,APES
426,OPE
427,OPES
428,OMES
428,OHMS
428,OMS
429,RS
430,ZA
431,XI
432,LTH
433,ARS
435,STE
435,STES
436,TI
436,TIS
437,NS
443,EDOES
444,DOES
445,ADOES
446,UDOES
447,AD
447,ADD
448,UI
449,LDOES
450,PLE
451,PLES
452,OSS
453,OS
454,KA
455,KAS
456,EWEL
457,OOLS
457,EWELS
458,RCH
459,EZE
460,KS
460,CS
461,NI
461,NA
462,NAS
463,NU
464,US
464,USS
465,IECE
465,ECE
466,UCE
467,ZI
468,UHE
469,UIDE
470,PT
471,EACH
472,EACHES
473,AB
474,ABS
475,EH
476,OUNTS
477,OUNT 
478,UNT
479,UNTS
480,PA
481,PAS
482,VE
483,VES
484,LE
485,LES
486,RE
487,LI
488,CT
489,CTS
490,LS
491,LIS
492,TTE
493,UDE
494,UDES
495,BE
495,BEE
495,BBY
496,BES
497,PH
498,PHS
499,NTH
500,NTHS
501,EF
501,EFT
502,EFS
504,UGS
505,IFT
506,SES
507,ND
508,NDS
509,EZ
510,AH
510,HA
510,UH
511,IL
512,ILS
513,IP
513,YP
514,IPS
514,YPS
514,YPS
514,YPES
515,CA
516,CAS
517,SA
518,SAS
519,IB
520,IBS
521,RT
522,RTS
523,IME
524,RI
525,RIS
526,UMES
527,EME
528,RB
529,RBS
530,SIS
531,SI
532,UNE
533,UNES
534,URL
535,URLS
536,AP
536,APP
537,APS
538,ROW
538,TOW
538,MOW
538,SHOW
539,AIC
539,IK
539,IC
540,ROWS
540,TOWS
540,MOWS
540,GOES
540,SHOWS
541,YKE
541,IKE
542,YKES
542,IKES
543,OA
543,OH
544,OACH
544,OOCH
545,URS
545,UR
546,OST
547,OSTS
548,IPES
548,YPES
549,UMPS
550,IMP
551,IMPS
552,OMP
553,OMPS
554,AMP
555,AMPS
556,EMP
557,EMPS
558,ILL
558,YLL
558,TL
559,ILLS
560,LC
561,LCH
562,ALKS
562,ELKS
563,ELK
563,ALK
564,LKE
565,LKES
566,OD
566,ODD
567,ODS
568,ILK
569,ILKS
570,ULK
571,ULKS
572,LK
573,LKS
574,OUR
574,OW
575,OWS
575,OURS
576,UFT
577,UFTS
578,OFT
579,AG
579,AGG
580,AGS
581,OG
582,OGS
583,ARL
584,ARLS
585,UMB
585,UM
585,UMM
586,UMBS
586,UMMS
587,ESH
588,ESHES
589,ISH
590,ISHES
591,RTE
592,RTES
593,RCE
594,RCES
595,AKES
595,ACHES
596,OU
597,AC
597,AK
598,EO
599,EI
600,EBY
601,PPY
601,PEE
602,UMO
603,APY
604,RGY
605,YX
606,CES
606,SAYS
607,AZ
607,AS
607,AZZ
608,WAS
609,ODA
610,U
611,OOGE
612,CEDE
612,SEDE
612,EED
613,FFS
614,INGY
615,ANGY
616,ELP
616,ALP
617,ULP
618,ABORIGINE
618,GYNY
618,GENY
619,NY
620,ESCE
622,IM
622,IMM
622,YM
623,ADZ
623,DDS
624,AINST
625,RNE
625,ORN
626,OO
626,OUX
627,MPTS
628,FA
628,PHA
629,BI
630,PS
631,DST
632,GST
633,A
644,XY
645,RK
645,RC
646,K
646,C
647,OUD
647,OUDE
648,OUDS
648,OUDES
649,OM
649,OMME
650,Y
651,XES
652,OLM
653,EDE
654,CH
655,GGY
655,GHEE
655,OWY
655,GY
656,UDS
657,ODS
658,IDS
659,ADS
660,YOUTH
660,UTH
660,OOTH
661,ULLS
662,APH
662,AFF
662,AF
663,URRA
663,THOROUGH
663,BOROUGH
664,LL
665,L
666,AV
667,EV
668,IV 
669,OV
670,UV
671,V
672,J
673,UX
673,UXE
674,X
675,DT
676,I
677,EP
677,EPP
678,ES
679,EGG
679,EG
680,AFE
681,EFE
682,IFE
683,OFE
684,UFE
685,FE
686,AFES
687,EFES
688,IFES
689,OFES
690,UFES
691,FES
692,WD
693,ANN
694,ENN
694,ENNE
695,IN
695,INN
695,YN
696,ONN
697,UN
698,ALD
699,LSE
700,IGM
701,NSE
701,NCE
702,EKE
703,MS
704,MR
705,RH
706,OUTH
706,OUTHS
707,TES
708,OF
709,WTH
710,WTHS
711,ELM
712,ELMS
713,INES
714,EGM
715,RGH
716,EWN
717,KH
718,EAF
718,EEF
719,EAFS
719,EEFS
720,YS
721,KE
722,XT
723,GS
724,CHS
725,THS
726,AQ
727,NDE
728,ILM
729,ILMS
730,RSH
731,UKE
732,UKES
733,SD
734,LP
735,OGE
736,OGES
737,CKE
738,CKES
739,OAF
740,OAFS
740,OAVES
741,LN
742,MBS
742,MB 
743,EGS
744,RNT
745,UGN
746,UGNS
747,LDS
748,AUGH
749,AUGHS
750,HN
751,HNS
752,LGE
753,LGES
754,RDE
754,RDES
755,DN
756,SZ
757,IECES
757,ECES
758,NZE
759,NZES
760,GNE
761,AGM
762,HNE
763,HME
764,NFF
765,DNE
766,NNE
767,WDS
768,SNE
769,DR
770,RME
771,RMES
772,ENG
773,ENGS
993,O
993,OUGH
